指标名称,美元指数,美国:标普500 3个月波动率指数,期货结算价(连续):布伦特原油,M2:同比,欧元区:M2:同比,日本:货币供应量:平均余额:M2:同比,实际市场价格:全球:现货原油,库存量:商业原油:全美:同比
2014-05-14,80.0600,14.18,110.19,,,,,
2014-05-13,80.1200,14.04,109.24,,,,,
2014-05-12,79.8900,13.88,108.41,,,,,
2014-05-09,79.8700,14.38,107.89,,,,,0.22
2014-05-08,79.4500,14.58,108.04,,,,,
2014-05-07,79.2300,14.62,108.13,,,,,
2014-05-06,79.1500,15.12,107.06,,,,,
2014-05-05,79.5100,14.75,107.72,,,,,
2014-05-02,79.5000,14.68,108.59,,,,,-0.21
2014-05-01,79.5200,14.67,107.76,,,,,
2014-04-30,79.5300,14.70,108.07,13.20,1.80,3.40,104.94,
2014-04-29,79.8100,14.83,108.98,,,,,
2014-04-28,79.7100,14.93,108.12,,,,,
2014-04-25,79.7600,15.18,109.58,,,,,0.32
2014-04-24,79.7900,14.77,110.33,,,,,
2014-04-23,79.8700,14.83,109.11,,,,,
2014-04-22,79.9000,14.61,109.27,,,,,
2014-04-21,79.9500,14.75,109.95,,,,,
2014-04-18,79.8800,,,,,,,1.71
2014-04-17,79.8500,14.84,109.53,,,,,
2014-04-16,79.8200,15.23,109.60,,,,,
2014-04-15,79.7900,15.99,108.74,,,,,
2014-04-14,79.7600,16.34,109.07,,,,,
2014-04-11,79.4900,16.79,107.33,,,,,1.00
2014-04-10,79.4100,16.07,107.46,,,,,
2014-04-09,79.5200,14.83,107.98,,,,,
2014-04-08,79.7800,15.53,107.67,,,,,
2014-04-07,80.2200,15.90,105.82,,,,,
2014-04-04,80.4400,14.96,106.72,,,,,-2.13
2014-04-03,80.4600,14.50,106.15,,,,,
2014-04-02,80.2300,14.45,104.79,,,,,
2014-04-01,80.0800,14.40,105.62,,,,,
2014-03-31,80.1100,15.08,107.76,12.10,2.10,3.50,104.04,
2014-03-28,80.1900,15.46,108.07,,,,,-3.25
2014-03-27,80.1500,15.87,107.83,,,,,
2014-03-26,80.0200,16.08,107.03,,,,,
2014-03-25,80.0300,15.53,106.99,,,,,
2014-03-24,79.9400,16.10,106.81,,,,,
2014-03-21,80.1300,16.18,106.92,,,,,-1.85
2014-03-20,80.1900,15.86,106.45,,,,,
2014-03-19,80.0500,16.38,105.85,,,,,
2014-03-18,79.3700,16.15,106.79,,,,,
2014-03-17,79.4000,16.69,106.24,,,,,
2014-03-14,79.4100,17.93,108.57,,,,,-2.82
2014-03-13,79.5800,17.13,107.39,,,,,
2014-03-12,79.6200,16.08,108.02,,,,,
2014-03-11,79.7900,16.35,108.55,,,,,
2014-03-10,79.7400,15.97,108.08,,,,,
2014-03-07,79.7100,15.87,109.00,,,,,-4.82
2014-03-06,79.6700,15.83,108.10,,,,,
2014-03-05,80.0900,15.77,107.76,,,,,
2014-03-04,80.1300,15.69,109.30,,,,,
2014-03-03,80.0700,16.92,111.20,,,,,
2014-02-28,79.7800,15.80,109.07,13.30,2.40,4.00,104.82,-5.78
2014-02-27,80.2800,15.63,108.96,,,,,
2014-02-26,80.4100,15.91,109.52,,,,,
2014-02-25,80.1400,15.50,109.51,,,,,
2014-02-24,80.2200,15.50,110.64,,,,,
2014-02-21,80.2700,15.64,109.85,,,,,-5.18
2014-02-20,80.2800,15.72,110.30,,,,,
2014-02-19,80.1900,16.29,110.47,,,,,
2014-02-18,80.0100,15.22,110.46,,,,,
2014-02-17,80.1300,,109.18,,,,,
2014-02-14,80.1500,15.17,109.08,,,,,-4.89
2014-02-13,80.3000,15.50,108.73,,,,,
2014-02-12,80.6900,15.65,108.79,,,,,
2014-02-11,80.6300,15.75,108.68,,,,,
2014-02-10,80.6500,16.32,108.63,,,,,
2014-02-07,80.6700,16.34,109.57,,,,,-4.03
2014-02-06,80.9000,17.79,107.19,,,,,
2014-02-05,81.0600,19.67,106.25,,,,,
2014-02-04,81.1200,19.08,105.78,,,,,
2014-02-03,81.0400,20.14,106.04,,,,,
2014-01-31,81.2500,18.09,106.40,13.20,2.30,4.30,102.25,-4.76
2014-01-30,81.0500,17.37,107.95,,,,,
2014-01-29,80.5300,17.24,107.85,,,,,
2014-01-28,80.5700,16.20,107.41,,,,,
2014-01-27,80.4800,17.13,106.69,,,,,
2014-01-24,80.4700,17.40,107.88,,,,,-4.24
2014-01-23,80.4400,14.98,107.58,,,,,
2014-01-22,81.2000,14.47,108.27,,,,,
2014-01-21,81.0800,14.62,106.73,,,,,
2014-01-20,81.1100,,106.35,,,,,
2014-01-17,81.1900,14.63,106.48,,,,,-4.46
2014-01-16,80.9100,14.69,107.09,,,,,
2014-01-15,80.9900,14.46,107.13,,,,,
2014-01-14,80.6400,14.49,106.39,,,,,
2014-01-13,80.5300,14.98,106.75,,,,,
2014-01-10,80.6300,13.94,107.25,,,,,-3.94
2014-01-09,80.9400,14.29,106.39,,,,,
2014-01-08,81.0700,14.29,107.15,,,,,
2014-01-07,80.8500,14.41,107.35,,,,,
2014-01-06,80.6800,14.82,106.73,,,,,
2014-01-03,80.8700,15.09,106.89,,,,,-1.92
2014-01-02,80.5700,15.26,107.78,,,,,
2013-12-31,80.2000,14.77,110.80,13.60,2.40,4.20,105.49,
2013-12-30,80.0400,14.77,111.21,,,,,
2013-12-27,80.3300,13.98,112.18,,,,,-0.46
2013-12-26,80.5000,14.03,111.98,,,,,
2013-12-25,80.5300,,,,,,,
2013-12-24,80.5200,14.24,111.90,,,,,
2013-12-23,80.4300,14.52,111.56,,,,,
2013-12-20,80.5500,15.01,111.77,,,,,-1.65
2013-12-19,80.6000,15.28,110.29,,,,,
2013-12-18,80.5100,14.99,109.63,,,,,
2013-12-17,80.0500,16.50,108.44,,,,,
2013-12-16,80.0900,16.39,110.47,,,,,
2013-12-13,80.1900,16.27,108.83,,,,,-0.44
2013-12-12,80.1800,16.12,108.67,,,,,
2013-12-11,79.8800,15.99,109.70,,,,,
2013-12-10,79.9800,15.22,109.38,,,,,
2013-12-09,80.1300,14.93,109.39,,,,,
2013-12-06,80.2600,14.95,111.61,,,,,0.13
2013-12-05,80.2900,15.78,110.98,,,,,
2013-12-04,80.6100,15.57,111.88,,,,,
2013-12-03,80.6400,15.49,112.62,,,,,
2013-12-02,80.9000,15.19,111.45,,,,,
2013-11-30,,,,14.20,3.30,4.30,102.58,
2013-11-29,80.6200,15.03,109.69,,,,,3.37
2013-11-28,80.5500,,110.86,,,,,
2013-11-27,80.7000,14.60,111.31,,,,,
2013-11-26,80.6200,14.55,110.88,,,,,
2013-11-25,80.9100,14.43,111.00,,,,,
2013-11-22,80.6600,14.15,111.05,,,,,4.27
2013-11-21,80.9800,14.52,110.08,,,,,
2013-11-20,81.0000,14.99,108.06,,,,,
2013-11-19,80.6600,15.25,106.92,,,,,
2013-11-18,80.7300,14.93,108.47,,,,,
2013-11-15,80.8100,14.80,108.50,,,,,3.32
2013-11-14,80.9900,14.88,108.54,,,,,
2013-11-13,80.7800,14.83,107.12,,,,,
2013-11-12,81.1500,14.88,105.81,,,,,
2013-11-11,81.0900,14.73,106.40,,,,,
2013-11-08,81.2200,14.63,105.12,,,,,2.78
2013-11-07,80.8300,15.36,103.46,,,,,
2013-11-06,80.5100,14.66,105.24,,,,,
2013-11-05,80.7000,14.92,105.33,,,,,
2013-11-04,80.5700,14.68,106.23,,,,,
2013-11-01,80.7200,15.06,105.91,,,,,2.34
2013-10-31,80.2300,15.25,108.84,14.30,3.20,4.10,105.46,
2013-10-30,79.7000,15.13,109.86,,,,,
2013-10-29,79.6200,15.03,109.01,,,,,
2013-10-28,79.3300,14.87,109.61,,,,,
2013-10-25,79.2100,14.87,106.93,,,,,2.46
2013-10-24,79.1900,14.90,106.99,,,,,
2013-10-23,79.2800,15.11,107.80,,,,,
2013-10-22,79.2600,15.02,109.97,,,,,
2013-10-21,79.7000,15.14,109.64,,,,,
2013-10-18,79.6100,14.92,109.94,,,,,0.68
2013-10-17,79.6600,15.44,109.11,,,,,
2013-10-16,80.4600,16.26,110.86,,,,,
2013-10-15,80.4400,18.41,109.96,,,,,
2013-10-14,80.3400,16.92,111.04,,,,,
2013-10-11,80.4200,16.57,111.28,,,,,0.88
2013-10-10,80.4800,17.21,111.80,,,,,
2013-10-09,80.3700,19.29,109.06,,,,,
2013-10-08,80.0100,19.84,110.16,,,,,
2013-10-07,79.9300,19.07,109.68,,,,,
2013-10-04,80.1300,17.21,109.46,,,,,0.55
2013-10-03,79.7500,17.70,109.00,,,,,
2013-10-02,79.9000,16.81,109.19,,,,,
2013-10-01,80.1900,16.13,107.94,,,,,
2013-09-30,80.2300,16.80,108.37,14.20,3.70,3.80,108.78,
2013-09-27,80.2700,16.04,108.63,,,,,-0.99
2013-09-26,80.5400,15.41,109.21,,,,,
2013-09-25,80.3400,15.56,108.32,,,,,
2013-09-24,80.5900,15.64,108.64,,,,,
2013-09-23,80.4600,15.92,108.16,,,,,
2013-09-20,80.4400,15.32,109.22,,,,,-2.75
2013-09-19,80.3800,15.02,108.76,,,,,
2013-09-18,80.2300,15.18,110.60,,,,,
2013-09-17,81.1400,15.66,108.19,,,,,
2013-09-16,81.2700,15.58,110.07,,,,,
2013-09-13,81.5200,15.70,112.78,,,,,-4.22
2013-09-12,81.5100,15.85,112.63,,,,,
2013-09-11,81.5100,15.61,111.50,,,,,
2013-09-10,81.8300,16.11,111.25,,,,,
2013-09-09,81.8300,16.83,113.72,,,,,
2013-09-06,82.1500,17.17,116.12,,,,,-0.45
2013-09-05,82.6400,17.14,115.26,,,,,
2013-09-04,82.1800,17.30,114.91,,,,,
2013-09-03,82.3900,17.64,115.68,,,,,
2013-09-02,82.2400,,114.33,,,,,
2013-08-31,,,,14.70,4.20,3.80,108.06,
2013-08-30,82.0400,18.05,114.01,,,,,0.16
2013-08-29,81.9700,17.90,115.16,,,,,
2013-08-28,81.4300,17.62,116.61,,,,,
2013-08-27,81.1400,17.68,114.36,,,,,
2013-08-26,81.3900,16.21,110.73,,,,,
2013-08-23,81.3600,15.55,111.04,,,,,-1.49
2013-08-22,81.4900,15.99,109.90,,,,,
2013-08-21,81.3200,16.79,109.81,,,,,
2013-08-20,80.9400,16.31,110.15,,,,,
2013-08-19,81.2700,16.40,109.90,,,,,
2013-08-16,81.2900,15.94,110.40,,,,,-1.27
2013-08-15,81.1400,16.24,111.11,,,,,
2013-08-14,81.7100,15.24,110.20,,,,,
2013-08-13,81.7700,14.86,109.82,,,,,
2013-08-12,81.4500,15.17,108.97,,,,,
2013-08-09,81.1200,15.10,108.22,,,,,-2.42
2013-08-08,81.0200,14.67,106.68,,,,,
2013-08-07,81.2700,14.81,107.44,,,,,
2013-08-06,81.6200,14.56,108.18,,,,,
2013-08-05,81.8400,13.86,108.70,,,,,
2013-08-02,81.9200,14.03,108.95,,,,,-2.65
2013-08-01,82.3600,14.55,109.54,,,,,
2013-07-31,81.6700,14.92,107.70,14.50,3.90,3.70,105.21,
2013-07-30,81.8400,14.98,106.91,,,,,
2013-07-29,81.7100,15.11,107.45,,,,,
2013-07-26,81.6500,14.80,107.17,,,,,-3.30
2013-07-25,81.7900,15.00,107.65,,,,,
2013-07-24,82.2700,15.19,107.19,,,,,
2013-07-23,82.0100,14.88,108.42,,,,,
2013-07-22,82.2300,14.69,108.15,,,,,
2013-07-19,82.6100,15.04,108.07,,,,,-5.20
2013-07-18,82.7800,15.56,108.70,,,,,
2013-07-17,82.6500,15.56,108.61,,,,,
2013-07-16,82.5000,16.01,109.40,,,,,
2013-07-15,83.0800,15.62,109.09,,,,,
2013-07-12,82.9300,15.65,108.81,,,,,-3.67
2013-07-11,82.7400,15.50,107.73,,,,,
2013-07-10,83.2500,15.77,108.51,,,,,
2013-07-09,84.6000,15.91,107.81,,,,,
2013-07-08,84.2200,16.41,107.43,,,,,
2013-07-05,84.4400,16.88,107.72,,,,,-1.93
2013-07-04,83.7700,,105.54,,,,,
2013-07-03,83.2100,17.81,105.76,,,,,
2013-07-02,83.5300,18.02,104.00,,,,,
2013-07-01,83.0200,17.92,103.00,,,,,
2013-06-30,,,,14.00,4.20,3.80,99.74,
2013-06-28,83.1800,18.39,102.16,,,,,-0.53
2013-06-27,82.9600,18.56,102.82,,,,,
2013-06-26,82.9500,18.82,101.66,,,,,
2013-06-25,82.6100,19.67,101.26,,,,,
2013-06-24,82.4400,20.73,101.16,,,,,
2013-06-21,82.4100,19.49,100.91,,,,,1.15
2013-06-20,81.7700,20.34,102.15,,,,,
2013-06-19,81.3100,17.78,106.12,,,,,
2013-06-18,80.6700,17.75,106.02,,,,,
2013-06-17,80.6500,17.99,105.47,,,,,
2013-06-14,80.6100,18.30,105.93,,,,,1.11
2013-06-13,80.7000,17.83,104.25,,,,,
2013-06-12,80.9300,19.07,103.49,,,,,
2013-06-11,81.0700,17.91,102.96,,,,,
2013-06-10,81.7000,16.73,103.95,,,,,
2013-06-07,81.6900,16.72,104.56,,,,,1.83
2013-06-06,81.6200,17.55,103.61,,,,,
2013-06-05,82.5600,18.00,103.04,,,,,
2013-06-04,82.7500,17.26,103.24,,,,,
2013-06-03,82.6700,17.22,102.06,,,,,
2013-05-31,83.2700,17.13,100.39,15.80,4.60,3.50,99.35,1.04
2013-05-30,83.0000,16.01,102.19,,,,,
2013-05-29,83.6200,16.15,102.43,,,,,
2013-05-28,84.2600,15.87,104.23,,,,,
2013-05-27,83.6400,,102.62,,,,,
2013-05-24,83.6500,15.92,102.64,,,,,2.29
2013-05-23,83.7500,16.00,102.44,,,,,
2013-05-22,84.2900,15.82,102.60,,,,,
2013-05-21,83.8400,15.78,103.91,,,,,
2013-05-20,83.8200,15.31,104.80,,,,,
2013-05-17,84.2100,15.17,104.64,,,,,2.08
2013-05-16,83.7400,15.45,103.80,,,,,
2013-05-15,83.7900,15.05,103.68,,,,,
2013-05-14,83.6200,14.98,102.60,,,,,
2013-05-13,83.2000,15.05,102.82,,,,,
2013-05-10,83.1000,14.71,103.91,,,,,2.43
2013-05-09,82.6800,14.81,104.47,,,,,
2013-05-08,81.9000,14.40,104.34,,,,,
2013-05-07,82.2800,14.35,104.40,,,,,
2013-05-06,82.3300,14.31,105.46,,,,,
2013-05-03,82.0800,14.45,104.19,,,,,3.22
2013-05-02,82.2300,14.87,102.85,,,,,
2013-05-01,81.6200,15.61,99.95,,,,,
2013-04-30,81.7200,14.78,102.37,16.10,4.70,3.20,98.85,
2013-04-29,82.1400,14.92,103.81,,,,,
2013-04-26,82.4900,14.89,103.16,,,,,4.67
2013-04-25,82.7800,14.96,103.41,,,,,
2013-04-24,82.9500,14.97,101.73,,,,,
2013-04-23,83.0000,14.83,100.31,,,,,
2013-04-22,82.6500,15.66,100.39,,,,,
2013-04-19,82.7500,16.17,99.65,,,,,3.60
2013-04-18,82.5600,17.52,99.13,,,,,
2013-04-17,82.6500,16.93,97.69,,,,,
2013-04-16,81.8300,15.10,99.91,,,,,
2013-04-15,82.3000,17.03,100.39,,,,,
2013-04-12,82.1000,14.02,103.11,,,,,4.53
2013-04-11,82.2500,14.17,104.27,,,,,
2013-04-10,82.4900,14.12,105.79,,,,,
2013-04-09,82.3900,14.46,106.23,,,,,
2013-04-08,82.7100,14.71,104.66,,,,,
2013-04-05,82.5600,15.38,104.12,,,,,6.08
2013-04-04,82.7200,15.30,106.34,,,,,
2013-04-03,82.7600,15.49,107.11,,,,,
2013-04-02,82.8900,14.71,110.69,,,,,
2013-04-01,82.7300,15.28,111.08,,,,,
2013-03-31,,,,15.70,4.10,3.00,102.61,
2013-03-29,82.9900,,,,,,,6.92
2013-03-28,83.0000,14.64,110.02,,,,,
2013-03-27,83.2100,14.93,109.69,,,,,
2013-03-26,82.8900,14.75,109.36,,,,,
2013-03-25,82.9300,15.30,108.17,,,,,
2013-03-22,82.3700,15.26,107.66,,,,,9.03
2013-03-21,82.8500,15.53,107.47,,,,,
2013-03-20,82.8300,14.93,108.72,,,,,
2013-03-19,83.0300,15.71,107.45,,,,,
2013-03-18,82.6200,15.39,109.51,,,,,
2013-03-15,82.1400,14.26,109.82,,,,,10.43
2013-03-14,82.5800,14.10,109.42,,,,,
2013-03-13,82.9000,14.51,108.52,,,,,
2013-03-12,82.6000,14.58,109.65,,,,,
2013-03-11,82.5700,14.30,110.22,,,,,
2013-03-08,82.7400,14.52,110.85,,,,,10.44
2013-03-07,82.0800,14.74,111.15,,,,,
2013-03-06,82.5700,15.03,111.06,,,,,
2013-03-05,82.0300,14.95,111.61,,,,,
2013-03-04,82.1800,15.42,110.09,,,,,
2013-03-01,82.2700,16.29,110.40,,,,,10.22
2013-02-28,81.9600,16.18,111.38,15.20,4.20,2.90,107.66,
2013-02-27,81.5400,15.66,111.87,,,,,
2013-02-26,81.8400,17.25,112.71,,,,,
2013-02-25,81.8000,17.94,114.44,,,,,
2013-02-22,81.4600,14.98,114.10,,,,,9.35
2013-02-21,81.3700,15.71,113.53,,,,,
2013-02-20,81.0400,15.41,115.60,,,,,
2013-02-19,80.4700,13.99,117.52,,,,,
2013-02-18,80.6500,,117.38,,,,,
2013-02-15,80.4600,14.26,117.66,,,,,10.43
2013-02-14,80.3700,14.43,118.00,,,,,
2013-02-13,80.0700,14.63,118.72,,,,,
2013-02-12,80.0400,14.53,118.66,,,,,
2013-02-11,80.3600,14.68,118.13,,,,,
2013-02-08,80.2300,14.80,118.90,,,,,9.69
2013-02-07,80.2200,15.19,117.24,,,,,
2013-02-06,79.7600,15.14,116.73,,,,,
2013-02-05,79.5200,15.30,116.52,,,,,
2013-02-04,79.5700,15.79,115.60,,,,,
2013-02-01,79.2100,14.79,116.76,,,,,9.45
2013-01-31,79.2400,15.55,115.55,15.90,4.30,2.70,105.04,
2013-01-30,79.2600,15.42,114.90,,,,,
2013-01-29,79.5300,14.74,114.36,,,,,
2013-01-28,79.7900,15.07,113.48,,,,,
2013-01-25,79.7500,14.66,113.28,,,,,8.80
2013-01-24,79.9700,14.67,113.28,,,,,
2013-01-23,79.9100,14.50,112.80,,,,,
2013-01-22,79.8500,14.72,112.42,,,,,
2013-01-21,80.0400,,111.71,,,,,
2013-01-18,80.0500,15.29,111.89,,,,,8.35
2013-01-17,79.6700,16.08,111.10,,,,,
2013-01-16,79.7900,16.24,110.61,,,,,
2013-01-15,79.7300,16.33,110.30,,,,,
2013-01-14,79.4900,16.29,111.88,,,,,
2013-01-11,79.5500,16.01,110.64,,,,,8.69
2013-01-10,79.7500,16.12,111.89,,,,,
2013-01-09,80.5400,16.50,111.76,,,,,
2013-01-08,80.3400,16.45,111.94,,,,,
2013-01-07,80.2200,16.45,111.40,,,,,
2013-01-04,80.5000,16.34,111.31,,,,,7.79
2013-01-03,80.4300,16.74,112.14,,,,,
2013-01-02,79.8200,16.69,112.47,,,,,
2012-12-31,79.7600,18.73,111.11,13.80,4.40,2.60,101.17,
2012-12-28,79.6800,21.88,110.62,,,,,8.14
2012-12-27,79.6500,19.92,110.80,,,,,
2012-12-26,79.6000,19.93,111.07,,,,,
2012-12-25,79.6700,,,,,,,
2012-12-24,79.6600,18.87,108.80,,,,,
2012-12-21,79.5800,18.87,108.97,,,,,12.57
2012-12-20,79.2400,18.14,110.20,,,,,
2012-12-19,79.3500,17.86,110.36,,,,,
2012-12-18,79.3300,16.81,108.84,,,,,
2012-12-17,79.5700,17.50,107.64,,,,,
2012-12-14,79.5700,18.03,109.15,,,,,14.22
2012-12-13,79.9200,17.88,107.91,,,,,
2012-12-12,79.8600,17.43,109.50,,,,,
2012-12-11,80.0500,17.00,108.01,,,,,
2012-12-10,80.3200,17.35,107.33,,,,,
2012-12-07,80.4100,17.29,107.02,,,,,10.66
2012-12-06,80.2300,17.84,107.03,,,,,
2012-12-05,79.8400,17.83,108.81,,,,,
2012-12-04,79.6600,18.19,109.84,,,,,
2012-12-03,79.9000,17.82,110.92,,,,,
2012-11-30,80.2300,17.27,111.23,13.90,4.40,2.10,101.17,9.93
2012-11-29,80.1800,16.82,110.76,,,,,
2012-11-28,80.3000,17.20,109.51,,,,,
2012-11-27,80.3600,17.62,109.87,,,,,
2012-11-26,80.1800,17.31,110.92,,,,,
2012-11-23,80.2000,17.58,111.38,,,,,11.09
